DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
346_1240219,0.9997202,0.9763309,0.92840326,0.74659884,0.51412684,0.33152983,0.19211763,0.17701952,0.18916903,0.16306548,-3.919261590271856,0.9849131541264621,4.4644236047962105,0.13885520940502274
165_1240149,0.9997202,0.97428775,0.86041147,0.69067353,0.58004236,0.4556048,0.25670016,0.14485362,0.07190298,0.055307154,-1.088980490531737,0.99809423900064,2.1787874050641447,-0.30429836588611814
272_1480372,0.9997202,0.97368616,0.92795193,0.81031877,0.7351667,0.49723575,0.3674244,0.27657315,0.21580556,0.2186988,-2.4015734641932367,0.9757006924662518,3.766430096082601,0.1247034937107442
272_1298168,0.9997202,0.97392595,0.91784537,0.86076915,0.7432037,0.5111615,0.30093637,0.16735102,0.11938253,0.08494663,-2.6767279911756607,0.9648584683652346,4.6417604155577035,0.013402168672657012
276_1240206,0.9997202,0.97422194,0.89810795,0.854548,0.6291429,0.47314927,0.27387974,0.13377675,0.07359257,0.06087333,-2.2382967671467853,0.9744564182047695,3.726192446759844,-0.06219170177265997
180_1330985,0.9997202,0.97392756,0.9077658,0.8331971,0.67564726,0.38851652,0.21501492,0.15010819,0.13771118,0.12748294,-3.8228347012531585,0.9600741407802402,5.395577948917975,0.09450200307023185
328_907794,0.9997202,0.97057766,0.80677754,0.5278613,0.3244427,0.15931183,0.21448645,0.12618649,0.14267203,0.14060591,-4.381375612594251,0.991092943516188,3.828247779033569,0.12104952865012077
133_749713,0.9997202,0.9748254,0.91671103,0.83195364,0.74867284,0.5026759,0.25972897,0.152953,0.10614348,0.09137644,-2.98714570515624,0.957471678799738,5.006185821710318,0.027932068181929358
134_1240196,0.9997202,0.97466904,0.89881045,0.8047913,0.5328871,0.28704077,0.1694266,0.13337807,0.08988127,0.08407958,-3.8902020531582977,0.9716209967513975,4.834664072910857,0.0624662847240766
165_910849,0.9997202,0.9711129,0.80673313,0.6256915,0.54500616,0.5625697,0.5083361,0.38064396,0.07412794,0.0664327,7.776970701001392,1.0003907976736608,1.0886767990380344,-2211.6944087142697
182_684052,0.9997202,0.9739766,0.8723861,0.80625546,0.5071171,0.305018,0.27280536,0.115482785,0.053791918,0.03842512,-2.493349021920197,0.9840945821499406,3.3828017560569497,-0.041917151094211694
87_906838,0.9997202,0.97400916,0.9179877,0.86370605,0.7774583,0.56651706,0.37489045,0.2868673,0.32208234,0.3261509,-4.163271500448663,0.953472544559529,6.291832083434779,0.28523238353222385
292_905965,0.9997202,0.97665364,0.89207584,0.8190708,0.70943147,0.56036204,0.3315641,0.1914316,0.06710522,0.055513836,-1.398132290706114,0.9701601043049313,3.202756545464399,-0.2140070227418237
283_687448,0.9997202,0.9769153,0.90799737,0.8373562,0.7650092,0.6342591,0.491836,0.39301452,0.3156758,0.28009695,-0.997649409000585,0.9836814696326444,2.6025772724078564,-0.00272518063156207
308_1331036,0.9997202,0.9756662,0.89170957,0.8779501,0.70541495,0.3406834,0.19893302,0.092974685,-0.0011648664,-0.0061628027,-3.516260866459257,0.9613713848807477,5.434371496039432,-0.03356951356992621
268_1240131,0.9997202,0.96946496,0.87311816,0.6352639,0.42762727,0.27181536,0.21170816,0.12399576,0.06590827,0.057798423,-2.646012506855896,0.9990129090000273,2.9610309743537364,-0.009389045038536882
200_924238,0.9997202,0.97161627,0.82836187,0.7633653,0.6230565,0.39219296,0.13559477,0.092821546,0.069184594,0.054222237,-2.6849396254939624,0.9505616632328447,3.9097557686823055,-0.039880864969794115
172_907322,0.9997202,0.9693317,0.9131128,0.86316603,0.90471697,0.63003147,0.29391226,0.1598401,0.06855118,0.058574077,-4.412559954350055,0.9431067489342122,8.587729346335015,0.05133237054515551
180_910935,0.9997202,0.9731258,0.554064,0.2557564,0.14216177,0.090168595,0.04806974,0.064926475,0.055485778,0.058171347,-5.394655143758514,1.0142023192358165,3.680536383737127,0.0503967918986024
53_907273,0.9997202,0.9728566,0.9327798,0.8836486,0.8309476,0.65188503,0.4891954,0.19565232,0.054930475,0.06492771,-2.0639809097774995,0.9560230025257263,5.109640516685894,-0.0975071201347761
272_908465,0.9997202,0.97243065,0.8932556,0.83847266,0.67236024,0.5041708,0.2892977,0.17270872,0.11515114,0.090264246,-2.163523424097895,0.9688190751117381,3.717523845920973,-0.032872616010746265
276_1524416,0.9997202,0.9746043,0.9000959,0.8346866,0.69486415,0.52985257,0.32593498,0.13717541,0.07734116,0.06682345,-1.9105553781186448,0.9675206118412351,3.6694961568015723,-0.10656843842760437
300_909720,0.9997202,0.97464585,0.8146262,0.75549453,0.6579016,0.54057646,0.4234127,0.26525003,0.059864406,0.0557275,1.5054692314715312,1.000389953555996,1.423914877126286,-4.453635987825159
83_1327769,0.9997202,0.9755175,0.9119756,0.8266655,0.6792673,0.50638556,0.34592423,0.26364055,0.24632686,0.21257523,-2.483901236222739,0.9773423200591801,3.6949157633797953,0.13803198363386218
245_1331039,0.9997202,0.9758609,0.9454026,0.90439343,0.81978494,0.6958534,0.4782083,0.19520156,0.037294008,0.028438194,-2.0658118666171865,0.9597809648446349,5.329611000123664,-0.13213850398582624
135_906824,0.9997202,0.97114456,0.6518242,0.40581554,0.3047217,0.28653827,0.25426668,0.22895151,0.22885004,0.23047322,-5.078844633877776,1.0098530005809903,3.508317893928318,0.22920781251068148
173_910698,0.9997202,0.9734651,0.92997277,0.899434,0.7573025,0.50556463,0.36150515,0.25732493,0.1879396,0.17257802,-3.008375546604963,0.9729284658037685,4.901731024823152,0.1293738833150711
274_907057,0.9997202,0.9738729,0.8644808,0.71500003,0.44743866,0.27743092,0.09180363,0.072956204,0.07426654,0.08063122,-3.519879073915637,0.9750361930780689,4.040509081383203,0.02062605066186399
222_1331037,0.9997202,0.9756507,0.90522695,0.8024918,0.5277853,0.36725545,0.13502498,0.042323858,0.038317326,0.022504035,-2.990204440794269,0.977713821546347,4.089389259497703,-0.04897967945092313
159_906800,0.9997202,0.9730879,0.906873,0.86778677,0.788182,0.53735554,0.30557704,0.14694943,0.100059696,0.09348383,-3.210229040371905,0.9517984261395246,5.716448842109601,0.038078988354553645
302_1330972,0.9997202,0.9734687,0.88314426,0.7950602,0.6744286,0.5911126,0.47632307,0.2638077,0.24115832,0.23412833,-0.842243242573435,0.9887938954893933,2.243935773467674,-0.14820146438851045
344_909699,0.9997202,0.9735118,0.8856064,0.8302112,0.70289433,0.30394876,0.113368936,0.02598096,0.05097637,0.05525839,-5.298368519208558,0.9370604883759562,7.657723381825096,0.02758458040088211
219_906790,0.9997202,0.974329,0.95622915,0.92242646,0.82180417,0.517458,0.17507698,0.19004978,0.23984602,0.25471628,-7.031452964187754,0.9592381627046956,10.95528751898078,0.205665135438471
200_1299061,0.9997202,0.9739436,0.90629846,0.7340493,0.42556876,0.27886888,0.11853815,0.06990134,0.040678564,0.033906855,-3.4174377190938974,0.9864364714772362,4.011379573617758,-0.0065634667904561125
176_909702,0.9997202,0.97157085,0.9445617,0.9110844,0.8684776,0.73786676,0.4665835,0.14007917,0.018865032,0.010543011,-3.1290302705156052,0.9510793570733671,7.598820277377942,-0.059685135677620474
135_1303897,0.9997202,0.9750966,0.84727025,0.5648691,0.41816342,0.349959,0.34278828,0.33418614,0.3228429,0.29068893,-5.1866260504299975,0.9938331889780124,4.278417421718243,0.3108700886289287
1004_909696,0.9997202,0.97550875,0.9298258,0.8569695,0.65687793,0.40824378,0.30907565,0.24387746,0.19739527,0.18444088,-3.537761600703726,0.9771396741253008,4.801888767575989,0.16280716758892358
300_908443,0.9997202,0.9728628,0.9169147,0.9013797,0.7177069,0.5387093,0.43869048,0.3189174,0.0845487,0.07550519,-0.8327424205750056,0.987448458600191,2.8001747138828876,-0.35602600276225216
11_908151,0.9997202,0.9689743,0.9194815,0.8024364,0.6202168,0.36815882,0.20876375,0.19234812,0.19920701,0.2014473,-4.178159112827138,0.9655803974581303,5.275270370282755,0.1623119220645139
308_906793,0.9997202,0.97664523,0.90490216,0.8185202,0.69873476,0.51170814,0.3472846,0.15051794,-0.0025210748,0.006398436,-1.2615844498989097,0.9761604728466811,3.0892681614432234,-0.32519819488600454
35_909717,0.9997202,0.9754417,0.94848704,0.935396,0.8965004,0.69803137,0.5543959,0.34699667,0.26982132,0.23305443,-2.453029185164718,0.9727067154632851,5.538221247230271,0.15922272515997923
173_907066,0.9997202,0.9693075,0.92486644,0.92841506,0.8208381,0.64815223,0.3993501,0.25807947,0.19994369,0.17127542,-3.076731256718202,0.9620486649143453,5.9117998856239335,0.12740081375642068
180_753594,0.9997202,0.97176546,0.91303563,0.816689,0.6638338,0.32301423,0.17926408,0.13965076,0.13047656,0.12172132,-4.4705678474154515,0.955965784529818,6.036367206819279,0.09995272167606421
201_910916,0.9997202,0.9715615,0.8676193,0.7446562,0.41561532,0.2591083,0.18042156,0.15091796,0.09623683,0.096861966,-3.8901080346317976,0.9754641453980379,4.304488198127756,0.08051006198652583
45_1331034,0.9997202,0.9749786,0.8841252,0.8345015,0.7380055,0.6927562,0.7284612,0.387783,0.048823196,0.045572028,8.446844297385452,0.9616194404187205,2.1939587611359745,-4580.7945504925065
268_908472,0.9997202,0.96981037,0.9362202,0.8316618,0.725471,0.38227612,0.26145095,0.19809256,0.120443344,0.076970935,-3.1356439443876982,0.9714799475747349,4.726264825775371,0.053380535053179495
200_1303901,0.9997202,0.97434765,0.89249545,0.79559076,0.3996329,0.17152989,0.078310005,0.049504377,0.04032235,0.03762911,-5.384450726917348,0.9659349405609226,6.157842075884286,0.031069885665157067
35_910687,0.9997202,0.974846,0.93079203,0.87937856,0.71245706,0.58088386,0.43737867,0.27555588,0.19021887,0.16951224,-1.5909725469444869,0.9829332362167705,3.3033763823141653,-0.02196952817713999
170_906861,0.9997202,0.973449,0.8914661,0.88276523,0.6688847,0.48164138,0.123311095,0.16005358,0.025906043,0.026146997,-3.2831717171763772,0.9584562436245774,5.227728189339017,-0.017673721823786577
170_1297446,0.9997202,0.96999055,0.93464833,0.91163194,0.63211155,0.32405958,0.16865732,0.02545083,0.02725919,0.033456784,-4.24845045315221,0.9747160842451403,6.042950525442163,0.002716228109635206
200_906804,0.9997202,0.9727076,0.8701748,0.7917025,0.61782676,0.42651862,0.25701466,0.13298468,0.08394992,0.07040149,-2.0503848426303675,0.9737910025836677,3.2612299505014346,-0.07559600606521408
135_905983,0.9997202,0.9736092,0.78123987,0.5716641,0.3394185,0.20789135,0.22118446,0.19626583,0.14934582,0.13890697,-3.752314612241233,0.9955706703939157,3.3239130136636903,0.1263919255339187
165_909773,0.9997202,0.9721882,0.8979903,0.7795099,0.5854971,0.3903048,0.18585499,0.06334593,0.033517778,0.02966019,-2.471463097266011,0.9751128337792905,3.6607109344942375,-0.08445032637701305
1149_687794,0.9997202,0.97640747,0.91873926,0.85889715,0.6909813,0.46233833,0.3548897,0.24792667,0.18839814,0.17969918,-2.696374137328631,0.9773531493288642,4.086173208724517,0.11505033092503623
173_1247871,0.9997202,0.9740665,0.91721576,0.8867749,0.8097542,0.61891496,0.29414487,0.10410066,0.035233077,0.028780136,-3.384134594783564,0.9480323703410898,6.657498985956518,-0.02460604568156296
200_684057,0.9997202,0.97158587,0.89596766,0.64406556,0.33617774,0.1712259,0.09785112,0.057618603,0.048108123,0.040434703,-4.33301058139141,0.9856945969526498,4.4568890730012125,0.02525999150424333
182_753624,0.9997202,0.9760959,0.86844134,0.63854724,0.5110207,0.40119553,0.35242864,0.18604004,0.113357484,0.10626896,-1.272551574158347,1.0143971726338328,1.996049428678508,-0.16428912568664544
331_753586,0.9997202,0.9763049,0.87200075,0.7923024,0.5998468,0.48116913,0.383275,0.2738609,0.08197261,0.06201866,-0.278358206788111,1.0035018886650322,1.892553180179975,-0.685606058617645
200_908118,0.9997202,0.97303474,0.92262185,0.8714451,0.70297617,0.25857028,0.111315444,0.081139445,0.018348586,0.012871714,-5.650908936528525,0.9555115108984091,8.008494406106239,0.024197856139044155
273_909194,0.9997202,0.971424,0.8974261,0.8040661,0.6180036,0.39802068,0.22435069,0.090000115,0.053778205,0.048926122,-2.535237841684009,0.971708595922539,3.837227035737525,-0.05359188921386533
328_687804,0.9997202,0.9747812,0.88879627,0.6526435,0.3656808,0.26193476,0.21482809,0.19129626,0.1570853,0.151128,-4.513777964421908,0.9879755871619021,4.405488837260871,0.15132493326238042
299_907280,0.9997202,0.9708185,0.8264724,0.6730334,0.62091297,0.56359816,0.37354326,0.23314032,0.17923626,0.15508494,-0.020146284769055695,1.0066577900903113,1.5107364164398833,-0.7450250432945557
203_908444,0.9997202,0.97485983,0.8815133,0.80395037,0.7247527,0.67900103,0.41440943,0.27342564,0.1701943,0.14366075,-0.6444456805003241,0.9713937929019913,2.5964817842780747,-0.35037177392195634
273_906696,0.9997202,0.9719233,0.9232654,0.8164097,0.66438997,0.5242956,0.27886367,0.09161276,0.045258753,0.027173096,-1.917101288616194,0.9729528876321974,3.605798736374291,-0.15277720439000853
134_908159,0.9997202,0.97362685,0.9200586,0.7682768,0.55052924,0.34108064,0.22259794,0.15992963,0.13896383,0.12683043,-3.283131572725795,0.983032919990153,4.062709477326296,0.08441272128561829
276_1299075,0.9997202,0.9704981,0.8941127,0.85113287,0.6785051,0.55008173,0.3062819,0.13602665,0.067742325,0.06094005,-1.994306931054344,0.9636891840915565,3.812468623594596,-0.10224610715667493
136_909720,0.9997202,0.9730541,0.840315,0.70588017,0.60038966,0.47740254,0.3412468,0.16973454,0.0776408,0.06684197,-0.4314596128331793,1.0011223703370267,1.827000780589731,-0.602014566780565
1015_905989,0.9997202,0.9711097,0.8938964,0.84777075,0.7982235,0.7357351,0.5876202,0.43640175,0.35493168,0.35720852,-0.6093429569080118,0.9699389389896919,2.6146544573531414,-0.036690783855611316
200_1297447,0.9997202,0.9751537,0.9312279,0.8455238,0.62442845,0.3788149,0.14653918,0.07785935,0.055352394,0.046947263,-3.562420112266215,0.9722050378506378,5.0875550705959345,0.002152809389761786
180_907273,0.9997202,0.97226036,0.84703094,0.7593542,0.60314137,0.4084326,0.20573157,0.18366101,0.18479727,0.20144829,-3.014842844812928,0.9628174636350124,3.8341193397686046,0.11601549430975559
182_1240201,0.9997202,0.9728252,0.7923442,0.5259113,0.3866719,0.36845246,0.30090266,0.12949716,0.058349397,0.047150277,-1.3745475566781113,1.025047664942248,1.7809157093857078,-0.1957765270992169
344_910853,0.9997202,0.9755356,0.89766556,0.6465047,0.5204827,0.14908288,0.06274365,0.034277264,0.026957292,0.033064466,-3.5867098129471486,0.9788578646642413,4.129149614814292,-0.029015337214178056
328_907286,0.9997202,0.9762168,0.89701104,0.6927688,0.48730308,0.29865685,0.24970603,0.1948036,0.18179306,0.18753915,-3.6634114234985287,0.9884085079077538,3.8969242041224637,0.15178968306047874
201_910944,0.9997202,0.97513825,0.9159084,0.7808857,0.5001474,0.4248578,0.31537762,0.17823607,0.126192,0.13303499,-2.3046136177227172,0.9969278569554704,3.0818910369288273,0.029055465319869283
200_909744,0.9997202,0.9753852,0.91745675,0.8324695,0.64644563,0.39975607,0.1674055,0.10265491,0.049796112,0.042493314,-3.174382708018768,0.9688990353535459,4.713139913018695,-0.01422080601158131
140_1298167,0.9997202,0.9747721,0.9351115,0.93820995,0.56334317,0.3922466,0.2762768,0.25882035,0.12575048,0.11808817,-3.837868324115403,0.988899754609689,5.0929764203059,0.13101323202068688
1007_1290722,0.9997202,0.9746007,0.9490169,0.89303935,0.66976744,0.38892776,0.37184903,0.272837,0.2757112,0.2612023,-5.026723959202018,0.9771180469602914,6.437102540645365,0.26521893122410656
1149_946367,0.9997202,0.9753254,0.8819253,0.88146174,0.7351227,0.48450574,0.40590563,0.27557236,0.17573777,0.15362678,-2.0407698327319648,0.9707479120727066,3.671135317731798,0.038713344176384126
180_909738,0.9997202,0.9742969,0.67244047,0.37643853,0.29822737,0.2826316,0.2182882,0.1763226,0.17142266,0.15642852,-4.424768494533992,1.0152355234231738,3.1846217373917294,0.16979241795533434
235_907313,0.9997202,0.97571576,0.91331637,0.8622457,0.7269555,0.5440122,0.3465309,0.22442967,0.060765848,0.050651643,-1.5679559282624667,0.9753093392135436,3.4724440205987386,-0.1730172108503083
252_905974,0.9997202,0.9738811,0.92468405,0.90370774,0.87528735,0.7892421,0.64248586,0.19287011,0.15784758,0.1467607,-5.084584166549036,0.9231637295697572,13.449798320869883,0.12249473214122233
273_1240161,0.9997202,0.9710473,0.9437266,0.8553494,0.73833406,0.54251003,0.28633395,0.108362645,0.07920367,0.069450684,-2.7671701674096143,0.9646901333479468,4.919825686191553,-0.01919472587970562
346_906824,0.9997202,0.97195584,0.8491112,0.59728163,0.35053974,0.31696668,0.18154848,0.13599607,0.11814025,0.10363493,-3.1889663868142715,0.9999928340091194,3.1483189863030425,0.06846068107861501
235_908129,0.9997202,0.97236943,0.91403365,0.8356486,0.71588427,0.62378246,0.47498658,0.34447077,0.16712798,0.15264907,-0.23067524155021235,0.9883575568182028,2.258319337386641,-0.5701693220474007
276_1299062,0.9997202,0.97483987,0.9030514,0.82866645,0.6259599,0.45649707,0.2587786,0.11038105,0.09202371,0.07809113,-2.442178307320368,0.9738076359606687,3.8264527512533255,-0.029274882394333714
41_909260,0.9997202,0.9724533,0.9519821,0.934361,0.92396986,0.8221397,0.48427212,0.26540267,0.22778751,0.205347,-4.986645399228609,0.9602863797027333,10.985433557343665,0.20113708926443666
179_905947,0.9997202,0.9729251,0.876942,0.7664247,0.5808343,0.4622288,0.38013342,0.35826567,0.32473186,0.29311395,-2.691497494691653,0.988951673298572,3.084879518846336,0.2517621276410415
230_906870,0.9997202,0.9733296,0.78796446,0.6704634,0.4612461,0.35673335,0.32556105,0.24968782,0.16457036,0.16031018,-1.8709027365586708,1.0082188082451322,2.1575324432384746,0.02791278041086079
273_909758,0.9997202,0.9734046,0.9379316,0.8989623,0.86639696,0.7373909,0.54866254,0.16845274,0.060400847,0.044611774,-2.894551802283339,0.9445464118390547,7.452290311900629,-0.038572838508586726
83_1331039,0.9997202,0.9759558,0.911787,0.7850049,0.65153146,0.49762115,0.3746208,0.30688888,0.30023235,0.28902295,-2.5629549596781183,0.9854268956083251,3.347253498390974,0.21513956245514207
87_909762,0.9997202,0.97564757,0.9304813,0.8804926,0.7822938,0.5724788,0.32093838,0.2249596,0.21282147,0.21171781,-3.784575161136381,0.9582321145646697,6.222468533924799,0.17218671480303174
328_1240168,0.9997202,0.97531444,0.9220762,0.88030434,0.7713052,0.5242336,0.2699843,0.18369223,0.16747458,0.1602767,-3.9998208871029353,0.9562929247206068,6.447707093436138,0.12947041974903467
60_910934,0.9997202,0.9749373,0.9249809,0.8569112,0.7749465,0.5684959,0.2777053,0.20903249,0.12263822,0.11772472,-3.0845780790338853,0.9571558052921052,5.412201845428535,0.062225762549284226
45_683665,0.9997202,0.9712604,0.92847955,0.84550035,0.7411647,0.7117115,0.7557744,0.5300349,0.07541005,0.06440908,8.681648413168977,0.9552937435528444,2.502336927848286,-5582.01859183053
344_1240220,0.9997202,0.97467166,0.8940702,0.8366626,0.6899579,0.39263767,0.11477231,0.035378803,0.0514135,0.047434803,-4.257860710317798,0.9451698231684214,6.393946868356962,0.00614120211847328
201_1330984,0.9997202,0.9759382,0.8363462,0.71191114,0.46931314,0.3335609,0.18780236,0.13466133,0.089425705,0.08766563,-2.464478133957668,0.9884595060649484,2.9855302602700635,-0.011215607416525256
229_949153,0.9997202,0.9763182,0.90012985,0.8237272,0.66634154,0.3592592,0.17385663,0.08712742,0.03747426,0.03907406,-3.3756694148714024,0.96101350187833,4.981580635549885,-0.012027550063876279
178_906856,0.9997202,0.9718513,0.89414847,0.84270924,0.7479338,0.66093624,0.46315005,0.33144504,0.24796043,0.24691072,-1.2846241984828637,0.968612020113835,3.068366489944919,0.0006361255451475433
182_924248,0.9997202,0.97378975,0.89156115,0.74549747,0.5684478,0.45829493,0.36116752,0.18940102,0.068277374,0.05994468,-0.8019135924272316,1.0033796213699469,2.0946650429799036,-0.4015699230868054
273_906844,0.9997202,0.9706383,0.92759436,0.7830589,0.6291935,0.37213644,0.21310669,0.11393692,0.07331006,0.07947487,-2.8622768381782526,0.9762380793973189,4.067526607711445,-0.0004183731500081272
1031_1240192,0.9997202,0.97456896,0.92246604,0.7935873,0.6254307,0.46217602,0.26317778,0.16092746,0.100400545,0.10258627,-2.212075063525054,0.982973313902248,3.4362756053254575,-0.026360019985065975
301_908452,0.9997202,0.9747776,0.9299224,0.9183716,0.86085093,0.8389376,0.56187475,0.31325412,0.19684438,0.16567136,-3.3465408223194393,0.9452672707736748,8.546898004474812,0.130263960822902
331_1247873,0.9997202,0.97375506,0.9567313,0.92766434,0.7787944,0.7149641,0.4715564,0.33507052,0.2375603,0.21865116,-1.9884465883218505,0.9766613360123094,4.372048674930035,0.09010954200682293
308_1240173,0.9997202,0.97589004,0.9338278,0.92571265,0.8588655,0.74728894,0.5835393,0.37046868,0.04585472,0.039989404,-1.3117983658557593,0.9596190352526782,5.001253864811513,-0.26452336216338485
344_910935,0.9997202,0.9739883,0.8622129,0.7528623,0.5819176,0.1482908,0.02776071,0.0019403901,-0.0072836247,-0.0010835596,-4.820706074161023,0.9376991552627414,6.223448532446691,-0.03448113105172325
274_905982,0.9997202,0.9745489,0.89471817,0.7703143,0.5356516,0.33461368,0.22014809,0.18353257,0.07191299,0.064476855,-2.565221073602674,0.9871396438266882,3.3936024028996927,-0.0069325293868962795
200_1303900,0.9997202,0.9717461,0.92429423,0.8194114,0.5932431,0.3441514,0.085118726,0.062991,0.05554817,0.047009926,-3.8984769360498537,0.9668362069226736,5.30195687942018,0.005263133132889957
328_910922,0.9997202,0.9746946,0.89431995,0.78131676,0.6221552,0.4398026,0.3254963,0.2961129,0.27933434,0.285425,-3.1830500630097394,0.9775368369444245,3.847190705526642,0.23218960261975716
346_1331039,0.9997202,0.97622925,0.925833,0.5306961,0.31723034,0.23227294,0.16081823,0.118950926,0.105803564,0.10327505,-4.867544760043304,1.0026838650096075,4.478606426110056,0.10897031576551063
35_1323913,0.9997202,0.9745282,0.93602675,0.8861585,0.77641076,0.6686218,0.4668785,0.2805938,0.14501622,0.1239982,-1.4435199215264491,0.9707802269537981,3.8084822715049134,-0.11365188239471102
273_753616,0.9997202,0.9722596,0.9541938,0.8937862,0.8160345,0.69239587,0.4281567,0.27817336,0.2380863,0.22449504,-2.998566489477554,0.9617256573311762,5.823017897319233,0.16619950903188146
182_687588,0.9997202,0.97433925,0.8906373,0.6226377,0.48437685,0.420341,0.27902445,0.15324093,0.037276026,0.022462953,-1.0120619065669754,1.0166876680478656,1.9401899972829408,-0.3561194058844969
1003_908130,0.9997202,0.96942073,0.8958127,0.77626723,0.6171353,0.48148638,0.34269154,0.2337089,0.17521071,0.16467191,-1.717695476799759,0.9878308704962477,2.755869300206326,-0.009124189784705859
257_749711,0.9997202,0.9736091,0.9521156,0.9256196,0.87820035,0.84675467,0.6654452,0.35580742,0.14877145,0.14654289,-3.0061483552431656,0.947632594302292,8.946317000750446,0.0774744168127095
1003_910700,0.9997202,0.9752113,0.8415459,0.7532082,0.6445954,0.4293425,0.3352266,0.2712063,0.16060795,0.1328392,-1.1325899832183355,0.9939692279275687,2.204445233767539,-0.16167362374821945
170_1331039,0.9997202,0.97470266,0.8998272,0.8002238,0.6214087,0.34298512,0.20506795,0.046003327,0.029518073,0.025043212,-2.8379982082659394,0.9700677707092749,4.161193364663733,-0.05857699688101809
219_908443,0.9997202,0.9721728,0.92032623,0.8710648,0.6804731,0.47342286,0.36710134,0.3101235,0.21552919,0.22632214,-2.9041486867995494,0.9773817999381127,4.202681134618719,0.17666051313025116
