DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
140_908123,0.99998415,0.960803,0.9032201,0.9393014,0.8864844,0.72485876,0.15041061,0.033967957,0.035785265,0.049783573
140_724838,0.99998415,0.9732881,0.98947895,0.9409177,0.86798096,0.69518554,0.6419486,0.31200084,0.3583678,0.32327652
140_907055,0.99998415,0.9473859,0.94917107,0.478871,0.34829044,0.27252895,0.11238432,0.0908999,0.11729297,0.071269155
140_1327766,0.99998415,0.9334809,0.94779676,0.97256136,0.8597462,0.59572357,0.22506624,0.18527275,0.27139232,0.26165074
140_906800,0.99998415,0.9243627,0.92208844,0.89963645,0.77237004,0.47486755,0.090126514,0.029481815,0.024284387,0.03213553
152_1330983,0.99998534,0.9307424,0.9169611,0.89519984,0.7828559,0.7169571,0.49500406,0.31158492,0.15408222,0.10033359
152_687452,0.99998534,0.9285938,0.94210666,0.9239714,0.90116876,0.8661278,0.7176029,0.4733956,0.37739,0.32225737
152_910944,0.99998534,0.93774545,0.8184613,0.7801104,0.7538576,0.59123623,0.42361847,0.25378272,0.048891716,0.020455612
152_753539,0.99998534,0.9454635,0.9245689,0.95570964,0.956197,0.7405699,0.5225907,0.28073263,0.058564764,0.023792112
152_906870,0.99998534,0.93151563,0.8886219,0.92676157,0.9374911,0.6693992,0.3573601,0.17155033,0.052290615,0.01918515
152_924110,0.99998534,0.9621059,0.9522021,0.8655338,0.77053607,0.67180485,0.5206965,0.28917247,0.20761055,0.1651938
157_906870,0.9999785,0.9416864,0.77287054,0.54970336,0.5640224,0.5652858,0.05784893,0.017422972,0.014875059,0.01320526
157_753579,0.9999785,0.92645764,0.832935,0.918409,0.8167823,0.67695504,0.304501,0.076952055,0.040733058,0.01845436
157_1299061,0.9999785,0.9470529,0.88773894,0.8778325,0.83340234,0.7094144,0.26034275,0.045622725,0.039277963,0.10230354
157_905969,0.9999785,0.9435173,0.83698803,0.8841931,0.6089217,0.16785991,0.12095393,0.13543892,0.12196231,0.14954184
157_909249,0.9999785,0.94159067,0.95121074,0.9236204,0.8550872,0.7187469,0.28130323,0.06445987,0.037053447,0.016271437
159_906849,0.999975,0.93037575,0.9311596,0.7961737,0.6700207,0.5752403,0.37900224,0.36782515,0.32176733,0.2626158
159_906792,0.999975,0.92623514,0.90153086,0.9330713,0.8568107,0.8276156,0.71542346,0.3780896,0.12040882,0.062217835
159_909776,0.999975,0.9449668,0.8374343,0.93516546,0.8175161,0.68051285,0.6346775,0.41894406,0.1789722,0.2449552
159_910927,0.999975,0.94038516,0.84550035,0.91379905,0.801719,0.67326117,0.2775932,0.17189308,0.05659636,0.029677875
163_907268,0.9999816,0.9268536,0.89920485,0.8814894,0.8435679,0.6891489,0.536157,0.40008715,0.39609116,0.36229092
163_905952,0.9999816,0.93148196,0.8748006,0.85026985,0.76386064,0.6501154,0.39550573,0.3326753,0.23391826,0.21071804
163_946358,0.9999816,0.9374069,0.927265,0.84727883,0.70393586,0.5489225,0.2976939,0.22977169,0.21259643,0.14633803
163_906848,0.9999816,0.9761392,0.9145721,0.8396318,0.7761282,0.6804605,0.48657542,0.3215997,0.23134455,0.16018023
163_688025,0.9999816,0.9473785,0.7012968,0.6047868,0.55533266,0.41302544,0.40158728,0.32916164,0.32897723,0.30741745
163_1240145,0.9999816,0.94434667,0.96518576,0.8061044,0.6862729,0.5613597,0.41332597,0.29567882,0.19871446,0.18600397
164_1240140,0.9999766,0.9383757,0.7325634,0.6886048,0.5284274,0.2933032,0.10767805,0.08702415,0.15115905,0.1867141
164_909264,0.9999766,0.9423762,0.9425816,0.84546405,0.6937005,0.68650174,0.5744566,0.51453817,0.30413297,0.33063263
164_924110,0.9999766,0.9360307,0.88882035,0.8398221,0.77534664,0.7303864,0.5580683,0.49408284,0.31746832,0.3121131
164_924244,0.9999766,0.9383552,0.81845695,0.7110224,0.55494606,0.5628762,0.41360718,0.3234904,0.24545568,0.2681445
165_910548,0.9999798,0.9487309,0.8568399,0.893455,0.5971063,0.44205874,0.37581363,0.38652617,0.17201476,0.13727088
165_687820,0.9999798,0.9441911,0.6517856,0.33399832,0.3287891,0.28341794,0.27138633,0.16651244,0.084208824,0.013514292
165_724839,0.9999798,0.9463897,0.7704906,0.61766183,0.4854127,0.32084215,0.0881848,0.022047967,0.010827439,0.007889081
165_949088,0.9999798,0.9307975,0.7060431,0.42565462,0.2695732,0.18414542,0.055100627,0.016944034,0.0058601587,0.010403638
165_910710,0.9999798,0.9269292,0.9282276,0.7733043,0.6650552,0.3607184,0.19515564,0.041470435,0.010691613,0.004527036
165_724834,0.9999798,0.92742306,0.70666945,0.38717678,0.4292884,0.27156496,0.25491938,0.059625022,0.017205779,0.018114908
165_906856,0.9999798,0.9304413,0.8940439,0.7924108,0.52908397,0.23794468,0.074936695,0.01918023,0.019440668,0.003829133
167_909785,0.9999644,0.94040394,0.9718175,0.93840736,0.88871163,0.7641782,0.7091016,0.6035425,0.060881026,0.039266873
167_949160,0.9999644,0.9287605,0.9347869,0.90436655,0.8625488,0.7399727,0.64795774,0.6075901,0.056893732,0.035173927
167_949177,0.9999644,0.9332542,0.9145121,0.92842156,0.85511,0.7431062,0.68223053,0.5876674,0.05182121,0.008986565
170_724878,0.999983,0.924755,0.6968712,0.7017927,0.61820674,0.059286106,0.023157692,0.01811592,0.015355562,0.009105327
170_687459,0.999983,0.92911524,0.80136627,0.7952897,0.44231856,0.23383087,0.021941176,0.013559581,0.019275349,0.014317683
170_688015,0.999983,0.9382921,0.8908789,0.963447,0.6311569,0.14873384,0.22911501,0.04968826,0.007190419,0.006380197
170_1330984,0.999983,0.94146377,0.79665905,0.43957767,0.06552672,0.006501416,0.016062617,0.014443521,0.014252782,0.010460203
170_906854,0.999983,0.93941796,0.94468886,0.9043105,0.9646639,0.8113444,0.47472593,0.023724915,0.02041714,0.013232964
170_753582,0.999983,0.93445194,0.8274606,0.48478976,0.029280452,0.011389902,0.024643041,0.013900504,0.021620737,0.026601773
170_910927,0.999983,0.9419443,0.12343928,0.01485022,0.00028280081,0.02136082,0.014834948,0.0046813497,0.002048468,0.0011718327
170_910688,0.999983,0.93802196,0.9513747,0.9031223,0.9115385,0.46708733,0.05404462,0.004813669,0.0016253453,0.0009457417
170_909738,0.999983,0.93136424,0.8400683,0.7884636,0.71304214,0.5184264,0.01202469,0.027933042,0.016311653,0.0067348965
170_908150,0.999983,0.93563896,0.690169,0.79705787,0.91365415,0.5967036,0.24399911,0.10214972,0.039367978,0.017598439
170_688121,0.999983,0.9345312,0.9393765,0.7849411,0.28448015,0.045496866,0.0065259514,0.0046813497,0.0016253453,0.0009457417
170_684062,0.999983,0.9277909,0.93624437,0.8970623,0.74963826,0.18647453,0.03790519,0.011121271,0.0075148176,0.0043016043
170_907063,0.999983,0.94462436,0.9575263,0.7499559,0.92689323,0.5087003,0.09945781,0.014231135,0.002772709,0.0043016043
170_924106,0.999983,0.94146377,0.98211145,0.90204495,0.7837242,0.32799095,0.07268133,0.005450015,0.006074663,0.0032157232
170_753585,0.999983,0.9598438,0.9032398,0.9458613,0.9631934,0.89722466,0.86473894,0.7095874,0.111765474,0.02269119
170_1240149,0.999983,0.92704743,0.6827047,0.08189329,-0.009823749,0.0064326255,0.0061599175,0.0046813497,0.0016253453,0.0009457417
173_909757,0.9999866,0.9434511,0.906552,0.98478603,0.95765966,0.8096252,0.6590374,0.49998537,0.29462078,0.34745333
173_907000,0.9999866,0.9495824,0.9611953,0.8195187,0.80111414,0.63805866,0.70105416,0.20500998,0.2830642,0.23358917
173_905936,0.9999866,0.927002,0.93398154,0.95783645,0.91710097,0.7697316,0.59517026,0.19886005,0.1293528,0.06353804
173_908471,0.9999866,0.9372439,0.96659446,0.9413735,0.9192325,0.8382118,0.689144,0.43676907,0.37040016,0.3727953
173_925343,0.9999866,0.92377424,0.80312926,0.6511946,0.34143063,0.18260458,0.098067895,0.036727086,0.044017117,0.023019642
173_687452,0.9999866,0.9673276,0.84719926,0.9168638,0.94576746,0.75312936,0.651185,0.41905645,0.3577905,0.2638795
173_1295740,0.9999866,0.9626106,0.9137128,0.9151946,0.8283928,0.743503,0.38337263,0.12409284,0.104569,0.031190664
173_753565,0.9999866,0.9801925,0.9594518,0.93264383,0.9190629,0.8866238,0.78234404,0.4342063,0.16093923,0.08964772
173_908139,0.9999866,0.9273929,0.9016943,0.97965616,0.85189927,0.71866226,0.5440048,0.13004841,0.10608924,0.10356121
173_1240158,0.9999866,0.9843021,0.88220316,0.84203535,0.7224244,0.45065004,0.14329143,0.033619296,0.037291326,0.07965592
173_924239,0.9999866,0.9491991,0.95557344,0.96181923,0.9613321,0.85455805,0.6983397,0.20115617,0.1769889,0.16119741
173_906794,0.9999866,0.9264556,0.8156746,0.90999854,0.77691716,0.6289305,0.4590602,0.40483844,0.36101192,0.37347862
176_909785,0.9999621,0.9501472,0.9651189,0.9618852,0.9494671,0.8546716,0.7535429,0.5133238,0.060563497,0.0044131004
176_1327774,0.9999621,0.93488747,0.91223943,0.91689837,0.92530185,0.87111825,0.6396939,0.53966236,0.014198836,0.0019648015
176_907268,0.9999621,0.94711864,0.9587885,0.9244731,0.9183021,0.8552213,0.5693514,0.445085,0.059399027,0.0044131004
178_910566,0.9999681,0.9304125,0.948412,0.8220163,0.74384946,0.55582523,0.39842716,0.21299581,0.16821085,0.14572133
178_949178,0.9999681,0.95430595,0.97717065,0.8444231,0.7492887,0.6825218,0.48417023,0.37106892,0.29683247,0.20582731
178_909702,0.9999681,0.9661633,0.96488994,0.9201134,0.946619,0.7977872,0.6414447,0.4921583,0.3695506,0.22971942
179_907299,0.9999789,0.93237925,0.8736591,0.7958237,0.5730027,0.4853137,0.34831026,0.35435072,0.34597015,0.30365708
179_1330987,0.9999789,0.9335021,0.94158375,0.91577524,0.8311648,0.69863266,0.37919798,0.23754767,0.20287421,0.1681851
179_905961,0.9999789,0.9567285,0.8963589,0.8550538,0.6457441,0.58326894,0.4902005,0.44175056,0.36118028,0.32750663
179_949158,0.9999789,0.93326104,0.7217654,0.78158677,0.5071848,0.38635796,0.31793886,0.33272943,0.2656866,0.24502033
180_908125,0.9999791,0.9283207,0.29959542,0.10259481,0.062023666,0.09120583,0.053406958,0.114217885,0.11644127,0.10641091
180_753620,0.9999791,0.969953,0.95215374,0.86139315,0.7181245,0.50290525,0.32892025,0.22570586,0.08476032,0.036206566
180_910784,0.9999791,0.9269168,0.5991897,0.23559795,0.21274611,0.1816873,0.24775264,0.19938974,0.22677858,0.19783433
180_684062,0.9999791,0.97272146,0.9267089,0.72269493,0.56255245,0.4167289,0.3925428,0.32444653,0.33087954,0.27953082
180_910942,0.9999791,0.9267757,0.81581855,0.587222,0.2660329,0.1345123,0.093462914,0.09039788,0.08661226,0.08604515
180_909701,0.9999791,0.92773247,0.9549532,0.7153745,0.633894,0.5103705,0.36957744,0.31144965,0.27906933,0.22472279
180_1298219,0.9999791,0.9457701,0.7850887,0.37274653,0.14322059,0.060792387,0.044316147,0.047543883,0.08035013,0.08801016
180_1330987,0.9999791,0.9279831,0.7801942,0.5215067,0.26358688,0.07205168,0.028737975,0.02548082,0.027548814,0.027287658
180_906834,0.9999791,0.93213725,0.59715927,0.2404721,0.13870968,0.09914308,0.0937427,0.08951087,0.08755565,0.09797221
180_907278,0.9999791,0.93162495,0.865407,0.6938916,0.5546544,0.47656983,0.44403824,0.3693586,0.2963512,0.3065291
180_906763,0.9999791,0.9501867,0.6734138,0.47776648,0.2117469,0.06598541,0.060709067,0.043912623,0.048449602,0.09955199
182_1330931,0.9999793,0.9309208,0.41030437,0.19933307,0.27623126,0.22888505,0.23484583,0.14370823,0.10999898,0.060014755
182_905984,0.9999793,0.92820734,0.41540793,0.28564674,0.16422519,0.15954398,0.13503794,0.041278414,0.03961782,0.039369885
182_906830,0.9999793,0.94095165,0.8912907,0.7976469,0.70634705,0.2913219,0.037067823,0.018727481,0.010677688,-0.00408728
182_907788,0.9999793,0.9426113,0.92573553,0.71723294,0.58131903,0.4868428,0.5501868,0.41361916,0.34188852,0.35767004
182_907170,0.9999793,0.93936807,0.46494195,0.16502906,0.17204039,0.10265044,0.025602346,0.025830364,0.0103265075,0.012218625
182_917486,0.9999793,0.9427952,0.7963135,0.5309217,0.44927254,0.44312972,0.47794718,0.17370436,0.06789985,0.042685747
182_949090,0.9999793,0.9304242,0.8851549,0.7773076,0.5478005,0.5171117,0.52722466,0.38589016,0.19499847,0.20152812
182_1290795,0.9999793,0.95648354,0.86702603,0.7401006,0.58805907,0.4536209,0.16829199,0.049133062,0.08904757,0.020409962
182_924240,0.9999793,0.9325232,0.86892563,0.91359615,0.9157281,0.7872954,0.5317809,0.20898649,0.0776383,0.021126462
182_1298475,0.9999793,0.9423755,0.9337272,0.7239263,0.6128129,0.52082944,0.5493822,0.40608987,0.13770513,0.1529019
190_1240202,0.9999759,0.93412614,0.8078289,0.70753455,0.5578013,0.44917965,0.3792924,0.39638117,0.36556083,0.3312564
190_753621,0.9999759,0.9306362,0.8158638,0.8165364,0.6494453,0.47999796,0.3642576,0.3126605,0.28909436,0.23257045
190_1240190,0.9999759,0.92498493,0.749768,0.6700325,0.38827294,0.33607036,0.15501109,0.07701875,0.08829113,0.056935403
190_753599,0.9999759,0.93970346,0.868344,0.8212926,0.64164025,0.44846776,0.28770047,0.2369823,0.23606437,0.1959406
190_1290813,0.9999759,0.92709064,0.81495786,0.8216689,0.66187596,0.58234787,0.46014503,0.43439534,0.2959647,0.27763858
194_1240185,0.99997747,0.9498685,0.80476236,0.85635054,0.611671,0.29922494,0.1265356,0.20306394,0.14543392,0.1799273
194_909776,0.99997747,0.9400289,0.82855505,0.69731647,0.3503851,0.13027579,0.4458224,0.6971789,0.1482214,0.15863416
194_907298,0.99997747,0.9457998,0.83189815,0.88140523,0.6119026,0.3073588,0.4545003,0.092232935,0.055118587,0.055164266
194_906835,0.99997747,0.92821187,0.9731221,0.92751265,0.90760654,0.65844357,0.24516416,0.2284744,0.2216571,0.20983377
196_925346,0.9999675,0.9382687,0.88619375,0.7444653,0.72339535,0.59719485,0.50603306,0.13812597,0.019873826,0.01880462
196_905975,0.9999675,0.94396937,0.9263013,0.87095267,0.8162264,0.71273625,0.6170377,0.2999318,0.064042404,0.032429993
196_906820,0.9999675,0.9447831,0.9018273,0.77164215,0.69206846,0.5654966,0.61517483,0.27280685,0.046029568,0.014633729
200_909249,0.9999807,0.93291885,0.853529,0.7147304,0.45934808,0.22976908,0.09339414,0.12498366,0.115591854,0.08616982
200_906999,0.9999807,0.9512319,0.918729,0.8300912,0.8341654,0.7413419,0.5718341,0.34022763,0.1485708,0.07098819
200_907287,0.9999807,0.93334717,0.8477919,0.77683,0.90482825,0.6870174,0.5118676,0.3308205,0.10686755,0.056417674
200_906856,0.9999807,0.9422822,0.89824533,0.61728346,0.150594,0.11022612,0.0512127,0.053742584,0.072000146,0.06190457
200_924239,0.9999807,0.9240745,0.79855007,0.583588,0.19911057,0.052337613,0.014248245,0.018400524,0.016578214,0.021432338
200_909770,0.9999807,0.981304,0.9513398,0.95027447,0.9247148,0.690754,0.4086408,0.28513706,0.13102385,0.10386393
200_1330981,0.9999807,0.9240745,0.9109096,0.7548729,0.27035332,0.09406343,0.037247386,0.029983083,0.027165513,0.022205738
200_909771,0.9999807,0.9712146,0.94547987,0.9083018,0.6866669,0.5346864,0.26593688,0.18941002,0.115437776,0.10258409
200_907044,0.9999807,0.9448238,0.8702014,0.7396624,0.4744878,0.30710906,0.09381794,0.0891435,0.048165493,0.021316689
200_905980,0.9999807,0.94253725,0.84594756,0.7386689,0.49505442,0.31581798,0.10192634,0.101305656,0.09969115,0.046340395
201_905972,0.999981,0.92403036,0.6569538,0.5475921,0.31714404,0.44422236,0.27448887,0.2479559,0.069376655,0.05726355
201_1240161,0.999981,0.9424259,0.68401486,0.20389806,0.1512439,0.12758839,0.073284164,0.053810883,0.02813298,0.024802983
201_925348,0.999981,0.93689096,0.90323734,0.6612508,0.45966235,0.3968349,0.26977703,0.119865745,0.12580848,0.10502213
201_906818,0.999981,0.97992164,0.62600166,0.3391559,0.22295389,0.2549923,0.21428849,0.10964708,0.097109504,0.14241238
201_735784,0.999981,0.9459165,0.7773627,0.6335763,0.51075137,0.54562825,0.46184072,0.32314175,0.191552,0.21143788
201_1290455,0.999981,0.941429,0.9586352,0.9618497,0.86017877,0.6982264,0.37265924,0.06030529,0.052868184,0.03643531
201_1240224,0.999981,0.94226784,0.8238342,0.4225973,0.2550586,0.19954918,0.115507446,0.093442865,0.059744146,0.10153057
201_1298348,0.999981,0.9446316,0.8538188,0.62900156,0.5427979,0.40823153,0.30512193,0.2530232,0.25523585,0.21163312
204_1240226,0.9999544,0.92624414,0.862116,0.5383619,0.5330182,0.5120937,0.4394198,0.27131808,0.13838126,0.12106758
204_909713,0.9999544,0.92751133,0.6329568,0.52731377,0.5905454,0.5715115,0.4417739,0.22983421,0.21561041,0.15608583
204_1298359,0.9999544,0.93549174,0.6466538,0.5419327,0.5864763,0.6022265,0.5384012,0.4267824,0.1983431,0.20473945
208_907042,0.99998367,0.92925364,0.9541135,0.93631583,0.95379084,0.77538687,0.33036932,0.092647895,0.09850239,0.10658756
208_909696,0.99998367,0.92654616,0.9294776,0.96917176,0.89385796,0.87609214,0.50950956,0.07342883,0.05581898,0.050164983
208_1240185,0.99998367,0.9671595,0.8708607,0.9162665,0.95193684,0.6968338,0.41417545,0.34809813,0.26099333,0.27472237
208_905952,0.99998367,0.92925364,0.9372544,0.9333255,0.94752574,0.9103516,0.50365704,0.030732706,0.021515425,0.04032072
208_910903,0.99998367,0.9314207,0.9642507,0.9338115,0.97212374,0.8986967,0.37625524,0.35886756,0.26670852,0.26827574
208_687592,0.99998367,0.9361727,0.9548707,0.9713776,0.9803929,0.64228857,0.31886727,0.23491767,0.22397669,0.19924787
219_684062,0.99998283,0.9412189,0.90874577,0.85039,0.6957374,0.32365716,0.14443901,0.13854681,0.13775508,0.14773655
219_907286,0.99998283,0.9375836,0.88420683,0.7434122,0.21498722,0.09895123,0.13649498,0.12154605,0.10925321,0.1082146
219_925348,0.99998283,0.9358006,0.8980052,0.8193965,0.6621,0.44453987,0.31512842,0.3063419,0.32691914,0.3380073
219_907273,0.99998283,0.92954975,0.8889949,0.45894864,0.038226895,0.021299617,0.0025683227,-0.0009177949,0.002360759,0.0039745066
219_687596,0.99998283,0.933447,0.960927,0.9711684,0.94848293,0.8037648,0.5590905,0.3724045,0.20497598,0.18404572
219_907299,0.99998283,0.9456551,0.93195623,0.8872501,0.76173663,0.5932418,0.40538806,0.3003708,0.36872205,0.38052306
219_753565,0.99998283,0.9629511,0.8098576,0.72085357,0.6507821,0.4366864,0.37214696,0.19556372,0.15625271,0.12758553
219_1322218,0.99998283,0.92247564,0.8270677,0.60254467,0.39947283,0.09726812,0.013437202,0.00852639,0.004407312,0.009215581
219_1298351,0.99998283,0.93774253,0.97108996,0.91707826,0.8903867,0.6549104,0.34561908,0.23581007,0.24095118,0.19204806
219_908136,0.99998283,0.9471375,0.9419204,0.80131495,0.08814104,0.12262927,0.050189946,0.07933476,0.08987185,0.07791037
219_684072,0.99998283,0.9326137,0.9744056,0.9335804,0.7750506,0.6490494,0.40159678,0.4073301,0.19919936,0.18286888
222_910545,0.9999498,0.92600167,0.8808294,0.63737226,0.36694553,0.40048012,0.38952443,0.275001,0.2546388,0.20083277
