DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
1026_907317,0.9997966733333333,0.9522651566666666,0.8670373133333333,0.8010102133333333,0.6952186,0.5731215099999999,0.45455428999999997,0.36260173,0.2642330133333333,0.2442451833333333
330_949088,0.9997966733333333,0.9479577866666666,0.88319212,0.7904444133333333,0.6615626,0.5137607866666667,0.3731005933333333,0.26169387666666666,0.20025905666666666,0.17755101833333334
53_924247,0.9997966733333333,0.9498394633333334,0.8507320666666667,0.7033487666666667,0.5661319699999999,0.4723593666666666,0.3476049766666667,0.24832547666666668,0.199166245,0.1807569066666667
208_906871,0.9997966733333333,0.9458050233333334,0.85518551,0.7444331266666667,0.5743520433333333,0.37680952666666667,0.23222173933333332,0.17013115199999998,0.151172579,0.12278601666666666
170_1240205,0.9997966733333333,0.9556292666666666,0.8877598299999999,0.79842441,0.6667869999999999,0.54072228,0.41821769000000003,0.30351872999999996,0.23144600333333332,0.19214568533333334
273_1240218,0.9997966733333333,0.9527080333333333,0.8901524566666666,0.7708571333333333,0.6454642333333332,0.55037512,0.40392674,0.29768989333333334,0.21381826666666667,0.1844599766666667
273_1290809,0.9997966733333333,0.9506023,0.8828438666666667,0.8430311666666667,0.7411456866666667,0.63916031,0.48537519000000007,0.35310982,0.23039675999999998,0.21469817666666666
269_909729,0.9997966733333333,0.9500508466666666,0.8763321333333334,0.7924352533333333,0.65324333,0.5306999566666667,0.39247185333333334,0.2822587266666667,0.20557174333333336,0.17943979666666668
225_1240145,0.9997966733333333,0.9513049533333334,0.8862512800000001,0.8181723399999999,0.6991014366666666,0.5872824799999999,0.44451465333333334,0.3178422433333333,0.24791281666666665,0.20918168
1012_906836,0.9997966733333333,0.9482882299999998,0.8875005333333333,0.7982334766666667,0.66855836,0.53887392,0.3873743033333334,0.27822204999999994,0.19871740666666668,0.17167463000000002
157_924110,0.9997966733333333,0.9453938333333333,0.8873282666666666,0.8254357666666667,0.7401857933333332,0.6199783566666667,0.5040170066666666,0.3755196166666666,0.27679800666666665,0.26202065
274_908467,0.9997966733333333,0.9572862999999999,0.9229673799999999,0.8528167166666667,0.7602472566666667,0.6579165133333333,0.5041768766666667,0.32040363,0.23908251333333333,0.22071633
274_1298222,0.9997966733333333,0.9425339533333333,0.8477584966666667,0.7489035566666665,0.5452204166666667,0.46988753666666666,0.35740947000000006,0.219463865,0.17178333999999998,0.15231603
134_1330985,0.9997966733333333,0.9503561533333333,0.9003132666666668,0.80755275,0.7101612866666667,0.5591164866666666,0.39258662666666666,0.24256789466666664,0.19626974666666666,0.16729449666666665
135_905983,0.9997966733333333,0.95278228,0.8437395133333334,0.74871122,0.6138425166666667,0.4958844966666667,0.3670706133333333,0.2568227566666667,0.17801502133333336,0.14739395666666666
194_1240139,0.9997966733333333,0.9518823166666667,0.8879728866666666,0.7481875599999999,0.6246580866666667,0.5274208533333333,0.4022550366666667,0.29351394,0.20165370333333335,0.17761946799999997
219_910930,0.9997966733333333,0.9503280133333334,0.8860615966666666,0.7934108866666666,0.6923346933333333,0.5634500333333333,0.4302249633333333,0.24020873333333334,0.16910749666666666,0.14297226500000002
152_1331040,0.9997966733333333,0.9488807166666667,0.8721228333333334,0.7566450866666666,0.6088248666666667,0.5020527466666667,0.3597027133333333,0.27422837333333333,0.19139582666666666,0.16264036
53_906869,0.9997966733333333,0.94658638,0.8577338,0.7378067100000001,0.6208017933333334,0.5312514899999999,0.4130787933333333,0.3225713266666667,0.24386433333333335,0.22778204999999999
346_749711,0.9997966733333333,0.9517413533333334,0.91627445,0.8621740833333332,0.7735599000000001,0.6506259233333334,0.47046689999999997,0.35408750000000005,0.2153032566666667,0.19345839666666667
268_753549,0.9997966733333333,0.9443487866666667,0.8841334500000001,0.7770727666666667,0.72264658,0.6061938633333334,0.44589165000000003,0.2947482266666666,0.14268083666666667,0.15668178433333335
104_1330983,0.9997966733333333,0.94687645,0.8892596133333334,0.7896632533333333,0.6464544,0.4792100833333333,0.34208694999999995,0.27423794333333334,0.20230961,0.17621235133333335
1007_905948,0.9997966733333333,0.9572818166666667,0.8649564333333334,0.7943798066666666,0.7366859,0.5839016466666668,0.4278526466666666,0.3259647,0.21773245533333332,0.19590852666666667
272_910549,0.9997966733333333,0.9478160999999999,0.8879246333333333,0.8304692333333333,0.7078576000000001,0.5797796700000001,0.46523161333333335,0.31879833333333335,0.2486138033333333,0.20646964999999998
170_1290730,0.9997966733333333,0.95056188,0.8925734799999999,0.8010685033333335,0.6729113333333334,0.5657088733333334,0.43092646333333334,0.32374763333333334,0.25635643999999996,0.24193002333333335
157_753616,0.9997966733333333,0.9532388766666666,0.90958978,0.8629950000000001,0.75715242,0.61509343,0.43119766000000004,0.3476428933333333,0.2821503966666667,0.26481857000000003
308_908449,0.9997966733333333,0.94833583,0.8659800333333334,0.8114993299999999,0.6981707766666667,0.5910184566666666,0.41347730666666666,0.31952626666666667,0.2065439033333333,0.19544820999999998
274_1480360,0.9997966733333333,0.9475325166666666,0.8838911500000001,0.81279062,0.71295536,0.5869174733333333,0.44197645,0.30035622333333334,0.18755846333333334,0.19259704999999996
1012_949166,0.9997966733333333,0.9559474666666667,0.8959330433333333,0.8288537833333334,0.7303582633333333,0.5946203966666667,0.44407543666666666,0.3523038733333333,0.25249450999999995,0.22422123666666663
45_1330933,0.9997966733333333,0.9507897500000001,0.8870707666666666,0.78744863,0.6691245266666668,0.5397394466666666,0.4021650766666667,0.2874934933333333,0.20361255666666667,0.17898294199999998
170_909756,0.9997966733333333,0.9548450433333334,0.8896843133333334,0.8329801166666667,0.69908895,0.5491714466666666,0.3978233066666667,0.28762923333333335,0.19180710999999998,0.16894425999999999
1031_909777,0.9997966733333333,0.95310544,0.9077378666666668,0.8122628766666667,0.68789482,0.5601699666666667,0.42390896000000006,0.32379849,0.2530383566666667,0.23958779333333335
328_910904,0.9997966733333333,0.9518564733333333,0.8765972,0.8317925333333333,0.6253502466666666,0.5360298633333334,0.3743134533333334,0.2660375566666667,0.16687882666666667,0.14215883666666665
344_1524415,0.9997966733333333,0.9502367,0.8842943333333334,0.8120668766666667,0.6669322333333333,0.5456332966666667,0.40829498,0.30977658999999996,0.22970221,0.21443208666666666
140_906856,0.9997966733333333,0.9506307700000001,0.8910279600000001,0.7929643500000001,0.63346132,0.4885883066666667,0.3608991733333333,0.2692658666666667,0.17552453833333334,0.15057901533333334
268_946373,0.9997966733333333,0.95556017,0.89137765,0.8185763666666667,0.7423394933333333,0.619862,0.45285804,0.30367200333333333,0.22507839333333335,0.19036539
200_906795,0.9997966733333333,0.94632533,0.8787359566666666,0.7903847333333335,0.7235877366666666,0.5813101666666666,0.4522539366666667,0.27622688,0.20586779666666666,0.1825286
245_907286,0.9997966733333333,0.94917702,0.88086677,0.7913258500000001,0.6733203333333333,0.5278314666666667,0.37621922,0.2591959166666667,0.19328966666666667,0.16797184
272_908118,0.9997966733333333,0.9466631466666667,0.8854725733333333,0.8080519466666667,0.68594502,0.44041089333333333,0.36246465999999994,0.25469832333333337,0.16049488666666667,0.140469001
133_1331040,0.9997966733333333,0.9488807166666667,0.8721228333333334,0.7566450866666666,0.6088248666666667,0.5020527466666667,0.3597027133333333,0.27422837333333333,0.19139582666666666,0.16264036
196_1298349,0.9997966733333333,0.9515379266666666,0.8597867,0.7715138666666667,0.6849022466666668,0.53418482,0.3572139033333333,0.2776617766666667,0.21113069833333334,0.1833178
170_910691,0.9997966733333333,0.9536343666666666,0.8971775566666667,0.8209723066666667,0.6804952466666667,0.6045834999999999,0.36518036000000004,0.25824205333333333,0.2157390233333333,0.206237208
180_905961,0.9997966733333333,0.9561794633333333,0.9022416133333334,0.8075217533333333,0.7077151433333334,0.53866076,0.4627855,0.3641428633333333,0.2764239933333333,0.23892122333333332
273_906793,0.9997966733333333,0.9535576333333333,0.8495140533333334,0.7089142,0.57749068,0.4571461333333333,0.36066563333333335,0.25712642666666663,0.19112162,0.16421145666666667
245_1299081,0.9997966733333333,0.9567934,0.8901038699999999,0.8014517033333334,0.6583922200000001,0.5202589033333334,0.41835566,0.28160158,0.18858551333333337,0.17264058333333332
1057_1240149,0.9997966733333333,0.9507787633333334,0.8869597666666666,0.7882255800000001,0.6697260166666666,0.5415462400000001,0.40143883,0.28724338666666666,0.20331827333333333,0.17896790199999998
344_907042,0.9997966733333333,0.9559563,0.8577516066666666,0.7612160333333332,0.7444544266666666,0.5547005633333333,0.35043962333333334,0.21442836333333334,0.14384311000000002,0.11253848833333334
173_1330983,0.9997966733333333,0.94687645,0.8892596133333334,0.7896632533333333,0.6464544,0.4792100833333333,0.34208694999999995,0.27423794333333334,0.20230961,0.17621235133333335
152_907175,0.9997966733333333,0.9533605333333334,0.8997069099999999,0.8125843566666666,0.7019201766666666,0.5656690700000001,0.44273101666666664,0.30378213666666665,0.22207110666666666,0.2032417333333333
1031_907072,0.9997966733333333,0.9472568433333333,0.87846256,0.7589213200000001,0.64616318,0.5560873433333334,0.4144515066666667,0.3124689766666667,0.23059885,0.22219705
1003_909773,0.9997966733333333,0.9556467566666665,0.8973298466666666,0.7475148033333333,0.6173700599999999,0.45778250000000004,0.34763334333333334,0.2540162816666667,0.18188580799999998,0.15662957833333332
170_753562,0.9997966733333333,0.94678998,0.8329555266666667,0.7255935533333334,0.52451188,0.4212841333333333,0.2880931266666667,0.22758224000000002,0.16097682333333332,0.14828798666666668
170_907059,0.9997966733333333,0.9498323933333334,0.8989057866666667,0.8087446233333333,0.68582847,0.4713066133333334,0.3802745066666667,0.27266802333333334,0.19809807666666668,0.15821463533333333
170_910948,0.9997966733333333,0.9474756666666667,0.9025317666666667,0.82666921,0.7360187699999999,0.6043650666666667,0.41519432666666667,0.3392947800000001,0.23121407666666668,0.189882609
346_924104,0.9997966733333333,0.9518919566666666,0.8885511566666667,0.8065005133333333,0.6887211799999999,0.5514984333333333,0.41119430333333334,0.31116351666666664,0.2056030733333333,0.17578050333333337
1003_907323,0.9997966733333333,0.94847216,0.8557836033333334,0.7614404833333334,0.6577156566666666,0.5281374166666667,0.4040524466666667,0.28681465,0.18738071666666667,0.18021153133333334
165_908448,0.9997966733333333,0.9458551933333332,0.8816177433333333,0.7827908966666666,0.6789942333333333,0.5027957366666667,0.3708347,0.22526918333333334,0.16984925333333334,0.15978281
194_687821,0.9997966733333333,0.9538278666666665,0.8892526,0.8215715633333334,0.7021437333333335,0.5773207433333333,0.4256587933333333,0.32596654333333336,0.2315733866666667,0.19315552
170_749709,0.9997966733333333,0.9473334000000001,0.8874778333333334,0.8336466100000001,0.7181612866666667,0.6017127966666667,0.5308889766666667,0.36763599666666663,0.2386083,0.21638027
300_909720,0.9997966733333333,0.9512932533333333,0.8414914866666666,0.7654356,0.6726424833333334,0.5399384,0.38215836333333336,0.26341685333333337,0.21789537666666667,0.1841934133333333
194_906856,0.9997966733333333,0.9506307700000001,0.8910279600000001,0.7929643500000001,0.63346132,0.4885883066666667,0.3608991733333333,0.2692658666666667,0.17552453833333334,0.15057901533333334
276_905947,0.9997966733333333,0.952813,0.8858164,0.78283158,0.6454902666666668,0.5740906533333333,0.3981398566666667,0.3350039633333333,0.23747691333333334,0.21439814999999998
272_688015,0.9997966733333333,0.9535264766666667,0.90006004,0.8679141333333332,0.7335281,0.6223606899999999,0.5211941866666666,0.32911608666666664,0.25960432333333333,0.2216250833333333
272_907172,0.9997966733333333,0.94857784,0.8651603266666665,0.7282186333333334,0.6473201966666666,0.5201226933333333,0.36272598,0.26724058866666667,0.16927520999999998,0.16386696333333334
344_946360,0.9997966733333333,0.9527370333333334,0.8989026099999999,0.8352003,0.73444149,0.5700382333333334,0.43010410000000004,0.28769890000000004,0.18060422666666667,0.17114477666666664
344_909753,0.9997966733333333,0.95049663,0.8832692999999999,0.7978814466666666,0.6956905966666668,0.5566578866666666,0.4167051133333333,0.31352096,0.20700483,0.19331874000000002
308_910925,0.9997966733333333,0.9510352000000001,0.8830841533333333,0.7657250766666666,0.6228554466666667,0.5243045566666666,0.3648732133333333,0.28076938,0.20925255666666667,0.18274891333333335
157_907000,0.9997966733333333,0.9504055933333332,0.8676839666666667,0.7652057000000001,0.6572067733333333,0.5417104999999999,0.41521040666666664,0.25743951666666665,0.19798546333333333,0.19866986666666667
272_1290812,0.9997966733333333,0.9528929,0.871377,0.7846917800000001,0.6959964800000001,0.5597328633333333,0.42125541333333333,0.3142872466666667,0.20842949999999996,0.19557636666666667
273_907786,0.9997966733333333,0.9453706233333333,0.89118,0.81238848,0.6694418866666667,0.5453880666666666,0.38467402666666667,0.23981187333333334,0.17989781000000002,0.163972612
245_906862,0.9997966733333333,0.95143814,0.89046315,0.8001540399999999,0.65350505,0.41246192666666665,0.29194812,0.23067757999999997,0.18125995666666664,0.13856871666666667
229_1330985,0.9997966733333333,0.9503561533333333,0.9003132666666668,0.80755275,0.7101612866666667,0.5591164866666666,0.39258662666666666,0.24256789466666664,0.19626974666666666,0.16729449666666665
170_906791,0.9997966733333333,0.9480953200000001,0.8766857933333334,0.7658778833333333,0.64064974,0.5132618333333333,0.3589128466666667,0.25131217,0.18530529833333334,0.1894040233333333
157_753620,0.9997966733333333,0.9519102966666667,0.8866248033333334,0.7979634999999999,0.68896501,0.5336374133333334,0.42005753333333334,0.3237509733333333,0.2601989,0.2364913833333333
180_1290798,0.9997966733333333,0.94866999,0.8929584866666667,0.8182210433333333,0.7313203600000001,0.5746670133333334,0.40392801999999994,0.3058152066666667,0.2405139066666667,0.22326404333333336
133_905938,0.9997966733333333,0.9464832033333334,0.879646,0.8084006166666667,0.6941388133333334,0.5293990833333333,0.3705715733333333,0.27841614333333337,0.17971257666666665,0.16304837333333333
170_909761,0.9997966733333333,0.95125893,0.88499622,0.8052155966666668,0.6763157533333334,0.5359609033333333,0.4256775666666666,0.32087335,0.26802806,0.24980409999999997
252_749713,0.9997966733333333,0.9629961000000001,0.8920189133333333,0.8014758,0.6780235633333334,0.5212546233333334,0.37962813999999995,0.27123252666666664,0.22663766,0.19611794666666668
219_753586,0.9997966733333333,0.9533349333333333,0.8512061633333333,0.7297457700000001,0.59474928,0.5089628966666667,0.4165858533333333,0.2935660466666667,0.2072527616666667,0.17608469666666668
308_1290797,0.9997966733333333,0.95027112,0.8826256466666668,0.8006864333333333,0.6590513666666666,0.53124386,0.40642992666666666,0.29448114999999997,0.21999244666666665,0.1895756133333333
176_687780,0.9997966733333333,0.95240695,0.8859432799999999,0.8005403000000001,0.6689702000000001,0.5428754066666667,0.4230698766666667,0.29974910666666665,0.22761382333333333,0.1937336133333333
346_907290,0.9997966733333333,0.9532973533333333,0.8714031066666666,0.7655261466666667,0.6758911,0.56825928,0.44026672000000006,0.3506666866666666,0.22495938999999998,0.20504303333333332
167_753586,0.9997966733333333,0.9533349333333333,0.8512061633333333,0.7297457700000001,0.59474928,0.5089628966666667,0.4165858533333333,0.2935660466666667,0.2072527616666667,0.17608469666666668
170_1240128,0.9997966733333333,0.9518926133333334,0.8836778000000001,0.79348412,0.6818107800000001,0.5532439966666667,0.43011975333333335,0.28115768,0.19892527000000002,0.1853386
1037_1240206,0.9997966733333333,0.94605371,0.8766728833333333,0.7442044766666668,0.5410271099999999,0.42987908,0.33089203666666667,0.26580685666666665,0.19089832333333331,0.18015661666666669
272_909758,0.9997966733333333,0.951784,0.8810915,0.7905957,0.6989288933333334,0.6031906366666667,0.48735534666666663,0.3424734166666667,0.25904848333333336,0.22404283
